App Name,Publisher,Link,Full Description,Shared Data,Collected Data,Security Practices
Copilot Chat AI Writer: NexBot,Stackwares,https://play.google.com/store/apps/details?id=com.nexbot.app,"Ask ChatBot and Writing Assistant! Better than Jenni AI, Jasper AI, and Copy AI","App info and performance, Device or other IDs, Personal info, App activity","App info and performance, Device or other IDs, Personal info","Data is encrypted in transit, You can request that data be deleted"
Fantasia: Character AI Chat,Generatively AI Studio,https://play.google.com/store/apps/details?id=com.fantasia.ai,Unleash Your Role-play with AI Companionship,,,"Data is encrypted in transit, You can request that data be deleted"
monAI - AI Art Generator,Tesseract Mobile LLC,https://play.google.com/store/apps/details?id=com.tesseractmobile.aiart,"Create stunning AI art from text & photos. It's fast, easy and unlimited!","App activity, Device or other IDs, App info and performance","App activity, Personal info, Device or other IDs, App info and performance, Location, Messages, Financial info, Photos and videos","Data isn’t encrypted, You can request that data be deleted"
Chatbox AI: Powerful AI Client,Mediocre Company,https://play.google.com/store/apps/details?id=xyz.chatboxapp.chatbox,Chatbox AI - A unified client connecting you to top AI models.,,,
AI Chatbot - Bluu,Vyro AI,https://play.google.com/store/apps/details?id=ai.lume.blue,Smart AI Chatbot. Get instant answers with Chatly AI!,,,"Data is encrypted in transit, You can request that data be deleted"
Botify AI: Create. Chat. Bot.,"Ex-human, Inc",https://play.google.com/store/apps/details?id=ai.botify.app,Enjoy RolePlay with AI characters. Create your own chat bots and AI friends.,"App activity, App info and performance","Device or other IDs, App activity, Personal info, App info and performance","Data is encrypted in transit, Data can’t be deleted"
Deep Think - AI Seek Chatbot,Guru AI Lab,https://play.google.com/store/apps/details?id=ai.chatbot.ask.chat.deep.seek.assistant.search.free,"Powered by DeepSeek AI chatbot for answers, image recognition, and solutions.",,"Device or other IDs, App info and performance, App activity",Data isn’t encrypted
PixelChat - AI Character Chat,NextDayAI,https://play.google.com/store/apps/details?id=ai.nextday.mobile.android.pixelchat,"Roleplay and build custom AI characters with PixelChat’s, AI fantasy & text ai",Device or other IDs,"App activity, Personal info, Device or other IDs, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
Chatbot AI - Ask AI Assistant,AppLab Kamil Piekarz,https://play.google.com/store/apps/details?id=com.intelli.app,AI Chatbot powered with cutting edge AI Language Chat Models. Ask AI Anything!,,,
Spark AI: Chat & Companion,ASTARTO GROUP LTD,https://play.google.com/store/apps/details?id=ai.your.assistant.chats,Create your personal AI girlfriend and talk about anything anytime,"Device or other IDs, App info and performance",,"Data is encrypted in transit, Data can’t be deleted"
Super AI Chat: AI Assistant,SuperMind,https://play.google.com/store/apps/details?id=com.windkeeps.super_ai_chat,"Ask Anything,Summarize Media,Chat with Celebrities, AI Assistant & Agent Creator",,,
Ask A.I - Your Personal Helper,Dibash Chhetri,https://play.google.com/store/apps/details?id=com.loqal.labs.ai.chat,"Where Questions Meet Answers - Increase Productivity, Efficiency, and Knowledge",,"App info and performance, Device or other IDs, App activity","Data is encrypted in transit, Data can’t be deleted"
AI Image Generator & AI Video,VIDEOSHOW Video Editor & Maker & AI Chat Generator,https://play.google.com/store/apps/details?id=com.energysh.quickarte,"Sora AI Video One-click AI art maker: AI Yearbook, EPIK, loopsie, Anime, 3D Toon",,"App info and performance, Financial info, App activity, Location, Device or other IDs","Data is encrypted in transit, Data can’t be deleted"
Ai Chat — HotBot,HotBot™,https://play.google.com/store/apps/details?id=com.hotbotai,"HotBot powered by ChatGPT & Claude. Chatbot, generate art, write emails and more",Personal info,"App info and performance, Personal info, Financial info","Data is encrypted in transit, You can request that data be deleted"
WristAI: GPT Ai for Wear OS,Croma Company,https://play.google.com/store/apps/details?id=com.cromacompany.wristai,"WristAI, enjoy GPT Ai assistance right on your Wear OS smartwatch.",,,
Grammarly-AI Writing Assistant,"Grammarly, Inc.",https://play.google.com/store/apps/details?id=com.grammarly.android.keyboard,"AI proofreader - English grammar, spelling, punctuation, vocabulary, and fluency",App info and performance,"Device or other IDs, Personal info, App info and performance","Data is encrypted in transit, You can request that data be deleted"
AI Chat: Ask AI Chat Anything,iKame Applications - Begamob Global,https://play.google.com/store/apps/details?id=com.chatbot.ai.aichat.openaibot.chat,"Ask AI Chat anything with this app, written with ChatGPT and powered by GPT-4.",,Personal info,"Data isn’t encrypted, Data can’t be deleted"
PixAI: AI Anime Art Generator,Mewtant Inc.,https://play.google.com/store/apps/details?id=io.mewtant.pixaiart,PixAI: Unleashing Artistic Potential with AI - Now with Exciting Features!,"Device or other IDs, App activity, App info and performance, Personal info","App activity, Messages, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
DeepSeek - AI Assistant,DeepSeek,https://play.google.com/store/apps/details?id=com.deepseek.chat,Intelligent AI Assistant,Device or other IDs,"App info and performance, Photos and videos, Device or other IDs, Personal info, App activity, Location, Files and docs","Data is encrypted in transit, You can request that data be deleted"
OtterAI Transcribe Voice Notes,Otter.ai,https://play.google.com/store/apps/details?id=com.aisense.otter,"AI note taker & meeting summarizer. Record audio, voice memos & video calls",Personal info,"Financial info, Device or other IDs, Contacts, Photos and videos, App activity, App info and performance, Calendar, Messages, Personal info, Audio","Data is encrypted in transit, You can request that data be deleted"
Microsoft Edge: AI browser,Microsoft Corporation,https://play.google.com/store/apps/details?id=com.microsoft.emmx,Enhance browsing with AI-powered features and Copilot.,"Location, Personal info","Files and docs, Audio, Contacts, App info and performance, App activity, Personal info, Photos and videos, Financial info, Device or other IDs, Web browsing","Data is encrypted in transit, You can request that data be deleted"
ETM: AI Image Generator,ArtVibe Lab,https://play.google.com/store/apps/details?id=com.yes366.etm,"AI Image Generator, Face Swap",Device or other IDs,Device or other IDs,"Data is encrypted in transit, Data can’t be deleted"
Microsoft Bing Search,Microsoft Corporation,https://play.google.com/store/apps/details?id=com.microsoft.bing,More than just search,"App activity, Photos and videos, Web browsing, Location, Personal info, Files and docs","Device or other IDs, App info and performance","Data is encrypted in transit, You can request that data be deleted"
AI Chat - Chatbot AI Assistant,SmartSoft Apps,https://play.google.com/store/apps/details?id=org.chatai.ai.chat,AI Chatbot is your smart assistant to ask AI and get quick answers,,Device or other IDs,"Data is encrypted in transit, Data can’t be deleted"
Photoroom AI Photo Editor,Photoroom AI Photo Editor,https://play.google.com/store/apps/details?id=com.photoroom.app,Automatically erase and cut background & create amazing professional images.,,"Messages, Photos and videos, Personal info, Device or other IDs, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
Chatbuddy - AI Characters Chat,Meta Innovation,https://play.google.com/store/apps/details?id=com.meta.inno.ai.character,Realistic role-play & Private,,"App activity, App info and performance, Personal info, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
AI Chatbot Assistant - AI chat,DialPro,https://play.google.com/store/apps/details?id=ai.assistant.ask.chatbot.generator,Your personal AI helper and idea generator ready to assist with homework & image,,"Financial info, Device or other IDs, Personal info, Location, App activity",Data is encrypted in transit
Speak English with Loora AI,Loora AI,https://play.google.com/store/apps/details?id=com.loora.app,Practice English speaking daily with AI to reach fluency and build confidence.,,"Personal info, Photos and videos, Location, Financial info, Device or other IDs, Audio, App info and performance, App activity, Messages","Data is encrypted in transit, You can request that data be deleted"
DreamFace: AI Video Generator,AI Art Magic Avatar Studio,https://play.google.com/store/apps/details?id=com.dreamapp.dubhe,"Pet cat singing,Text to video,Lip sync,Photo animator,Picture maker creat editor",,Personal info,"Data is encrypted in transit, You can request that data be deleted"
Gauth: AI Study Companion,GauthTech Pte. Ltd.,https://play.google.com/store/apps/details?id=com.education.android.h.intelligence,"Ask anything, get right answer",App activity,"Personal info, Device or other IDs, App activity","Data is encrypted in transit, You can request that data be deleted"
Microsoft 365 Copilot,Microsoft Corporation,https://play.google.com/store/apps/details?id=com.microsoft.office.officehubrow,"Copilot, Word, Excel, and More","Location, Device or other IDs","Photos and videos, Personal info, App activity, App info and performance, Financial info, Files and docs, Audio, Location, Device or other IDs","Data isn’t encrypted, You can request that data be deleted"
"Canva: Design, Art & AI Editor",Canva,https://play.google.com/store/apps/details?id=com.canva.editor,"All-in-one design and editing app: picture & video editor, logo & collage maker",,"Audio, Messages, Device or other IDs, Photos and videos, App activity, Files and docs, Personal info, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
Remini - AI Photo Enhancer,Bending Spoons,https://play.google.com/store/apps/details?id=com.bigwinepot.nwdn.international,"Create AI Photos, Improve and restore quality of blurry, old or damaged pics.","Personal info, App info and performance","Device or other IDs, App info and performance, Photos and videos, App activity, Financial info","Data is encrypted in transit, You can request that data be deleted"
"Picsart AI Photo Editor, Video","PicsArt, Inc.",https://play.google.com/store/apps/details?id=com.picsart.studio,Remove and swap backgrounds in your photos and remove unwanted objects,"Photos and videos, Personal info, Audio, App activity, Device or other IDs, App info and performance, Files and docs","Photos and videos, Personal info, Contacts, Audio, App activity, Financial info, Device or other IDs, App info and performance, Files and docs","Data is encrypted in transit, You can request that data be deleted"
Luzia: Your AI Assistant,Luzia,https://play.google.com/store/apps/details?id=co.thewordlab.luzia,"I'm Luzia, your intelligent personal assistant here to help with all your needs",,Personal info,"Data is encrypted in transit, You can request that data be deleted"
Quizlet: Study with Flashcards,Quizlet Inc.,https://play.google.com/store/apps/details?id=com.quizlet.quizletandroid,Get Homework Help & Exam-Ready,"App info and performance, App activity, Location, Files and docs, Personal info, Device or other IDs","App info and performance, App activity, Location, Files and docs, Personal info, Device or other IDs, Photos and videos","Data is encrypted in transit, You can request that data be deleted"
Google Assistant,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.googleassistant,Get things done faster and easier,,"Personal info, Files and docs, Photos and videos, Web browsing, Calendar, App activity, App info and performance, Contacts, Messages, Financial info, Audio, Location, Device or other IDs","Data is encrypted in transit, Independent security review"
Opera browser with VPN,Opera,https://play.google.com/store/apps/details?id=com.opera.browser,"A browser that does more than load page, like keeping your privacy safe.",Device or other IDs,"App info and performance, Web browsing, Personal info, Location, Device or other IDs, App activity","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Chatbot AI - Search Assistant,Codespace Dijital,https://play.google.com/store/apps/details?id=com.codespaceapps.aichat,"AI Chat Bot: Seek deep guidance through search, web browsing, generators & more!",,"Device or other IDs, App info and performance, App activity","Data is encrypted in transit, Data can’t be deleted"
Flexi - AI Tutor,CK-12 Foundation,https://play.google.com/store/apps/details?id=org.ck12.flexi,"Solve math/science problems, get homework help & test prep with Flexi AI Tutor",,"App info and performance, Location, Photos and videos, Device or other IDs, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted, Committed to follow the Play Families Policy"
"Notion: Notes, Tasks, AI","Notion Labs, Inc.",https://play.google.com/store/apps/details?id=notion.id,"Write, plan, organize","Personal info, App activity, App info and performance, Device or other IDs","Personal info, Files and docs, Photos and videos, App activity, App info and performance, Audio, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
